composer,title,split,version,folder,xml_score,midi_score,midi_performance,audio_performance,midi_path,audio_path,duration_sec,robust_note_alignment,henle
Schubert,Impromptu_op.90_D.899_3,train,"['v1', 'v2', 'v3']",Schubert/Impromptu_op.90_D.899/3,Schubert/Impromptu_op.90_D.899/3/xml_score.musicxml,Schubert/Impromptu_op.90_D.899/3/midi_score.mid,Schubert/Impromptu_op.90_D.899/3/ZhaoK10M.mid,Schubert/Impromptu_op.90_D.899/3/ZhaoK10M.wav,2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_13_R2_2015_wav--3.midi,2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_13_R2_2015_wav--3.wav,302.3114583,1.0,6
Schubert,Impromptu_op.90_D.899_4,test,"['v1', 'v2', 'v3']",Schubert/Impromptu_op.90_D.899/4_no_repeat,Schubert/Impromptu_op.90_D.899/4_no_repeat/xml_score.musicxml,Schubert/Impromptu_op.90_D.899/4_no_repeat/midi_score.mid,Schubert/Impromptu_op.90_D.899/4_no_repeat/Huang10M.mid,Schubert/Impromptu_op.90_D.899/4_no_repeat/Huang10M.wav,2008/MIDI-Unprocessed_04_R2_2008_01-04_ORIG_MID--AUDIO_04_R2_2008_wav--3.midi,2008/MIDI-Unprocessed_04_R2_2008_01-04_ORIG_MID--AUDIO_04_R2_2008_wav--3.wav,400.7114048,0.0,6
Schubert,Impromptu_op.90_D.899_4,test,"['v1', 'v2', 'v3']",Schubert/Impromptu_op.90_D.899/4_no_repeat,Schubert/Impromptu_op.90_D.899/4_no_repeat/xml_score.musicxml,Schubert/Impromptu_op.90_D.899/4_no_repeat/midi_score.mid,Schubert/Impromptu_op.90_D.899/4_no_repeat/Lin11M.mid,Schubert/Impromptu_op.90_D.899/4_no_repeat/Lin11M.wav,2008/MIDI-Unprocessed_10_R2_2008_01-05_ORIG_MID--AUDIO_10_R2_2008_wav--4.midi,2008/MIDI-Unprocessed_10_R2_2008_01-05_ORIG_MID--AUDIO_10_R2_2008_wav--4.wav,342.5049994,0.0,6
Schubert,Impromptu_op.90_D.899_4,test,"['v1', 'v2', 'v3']",Schubert/Impromptu_op.90_D.899/4_no_repeat,Schubert/Impromptu_op.90_D.899/4_no_repeat/xml_score.musicxml,Schubert/Impromptu_op.90_D.899/4_no_repeat/midi_score.mid,Schubert/Impromptu_op.90_D.899/4_no_repeat/LuoJ09M.mid,Schubert/Impromptu_op.90_D.899/4_no_repeat/LuoJ09M.wav,2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_06_R2_2015_wav--1.midi,2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_06_R2_2015_wav--1.wav,354.1510417,0.0,6
Schubert,Impromptu_op.90_D.899_4,test,"['v1', 'v2', 'v3']",Schubert/Impromptu_op.90_D.899/4_no_repeat,Schubert/Impromptu_op.90_D.899/4_no_repeat/xml_score.musicxml,Schubert/Impromptu_op.90_D.899/4_no_repeat/midi_score.mid,Schubert/Impromptu_op.90_D.899/4_no_repeat/WongWY08M.mid,Schubert/Impromptu_op.90_D.899/4_no_repeat/WongWY08M.wav,2015/MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_19_R2_2015_wav--3.midi,2015/MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_19_R2_2015_wav--3.wav,366.94375,0.0,6
Schubert,Piano_Sonatas_664-1,test,"['v1', 'v2', 'v3']",Schubert/Piano_Sonatas/664-1,Schubert/Piano_Sonatas/664-1/xml_score.musicxml,Schubert/Piano_Sonatas/664-1/midi_score.mid,Schubert/Piano_Sonatas/664-1/BuiJL06M.mid,Schubert/Piano_Sonatas/664-1/BuiJL06M.wav,2017/MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--2.midi,2017/MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--2.wav,342.1617849,0.0,6
Schubert,Piano_Sonatas_664-1,test,"['v1', 'v2', 'v3']",Schubert/Piano_Sonatas/664-1,Schubert/Piano_Sonatas/664-1/xml_score.musicxml,Schubert/Piano_Sonatas/664-1/midi_score.mid,Schubert/Piano_Sonatas/664-1/KabuliL10M.mid,Schubert/Piano_Sonatas/664-1/KabuliL10M.wav,2017/MIDI-Unprocessed_078_PIANO078_MID--AUDIO-split_07-09-17_Piano-e_1-02_wav--2.midi,2017/MIDI-Unprocessed_078_PIANO078_MID--AUDIO-split_07-09-17_Piano-e_1-02_wav--2.wav,903.5148035,0.0,6
Scriabin,Sonatas_5,train,"['v1', 'v2', 'v3']",Scriabin/Sonatas/5,Scriabin/Sonatas/5/xml_score.musicxml,Scriabin/Sonatas/5/midi_score.mid,Scriabin/Sonatas/5/FaB05M.mid,Scriabin/Sonatas/5/FaB05M.wav,2018/MIDI-Unprocessed_Recital12_MID--AUDIO_12_R1_2018_wav--2.midi,2018/MIDI-Unprocessed_Recital12_MID--AUDIO_12_R1_2018_wav--2.wav,701.4883477,1.0,9
Scriabin,Sonatas_5,train,"['v1', 'v2', 'v3']",Scriabin/Sonatas/5,Scriabin/Sonatas/5/xml_score.musicxml,Scriabin/Sonatas/5/midi_score.mid,Scriabin/Sonatas/5/GarritsonL06M.mid,Scriabin/Sonatas/5/GarritsonL06M.wav,2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_22_R1_2014_wav--4.midi,2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_22_R1_2014_wav--4.wav,644.8404342,1.0,9
Scriabin,Sonatas_5,train,"['v1', 'v2', 'v3']",Scriabin/Sonatas/5,Scriabin/Sonatas/5/xml_score.musicxml,Scriabin/Sonatas/5/midi_score.mid,Scriabin/Sonatas/5/Ko07M.mid,Scriabin/Sonatas/5/Ko07M.wav,2008/MIDI-Unprocessed_07_R1_2008_01-04_ORIG_MID--AUDIO_07_R1_2008_wav--4.midi,2008/MIDI-Unprocessed_07_R1_2008_01-04_ORIG_MID--AUDIO_07_R1_2008_wav--4.wav,601.6487039,0.0,9
Scriabin,Sonatas_5,train,"['v1', 'v2', 'v3']",Scriabin/Sonatas/5,Scriabin/Sonatas/5/xml_score.musicxml,Scriabin/Sonatas/5/midi_score.mid,Scriabin/Sonatas/5/Na07M.mid,Scriabin/Sonatas/5/Na07M.wav,2009/MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_04_WAV.midi,2009/MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_04_WAV.wav,706.2038878,1.0,9
Scriabin,Sonatas_5,train,"['v1', 'v2', 'v3']",Scriabin/Sonatas/5,Scriabin/Sonatas/5/xml_score.musicxml,Scriabin/Sonatas/5/midi_score.mid,Scriabin/Sonatas/5/Yeletskiy07M.mid,Scriabin/Sonatas/5/Yeletskiy07M.wav,2009/MIDI-Unprocessed_19_R1_2009_03-04_ORIG_MID--AUDIO_19_R1_2009_19_R1_2009_04_WAV.midi,2009/MIDI-Unprocessed_19_R1_2009_03-04_ORIG_MID--AUDIO_19_R1_2009_19_R1_2009_04_WAV.wav,648.9550134,1.0,9
